code;name;url;active-ingredient;laboratory
P00012740;AMPICILINA + SULBACTAM GP PHARM;https://pe.ivademecum.com/medicamento-ampicilina-sulbactam-gp-pharm-gp-pharm-cod-7EC7320E7253D296;Antibióticos;GP PHARM
P00012741;AMPICILINA 500MG;https://pe.ivademecum.com/medicamento-ampicilina-500mg-eske-group-cod-EA1EAB55F597CB66;Antibióticos;ESKE GROUP
P00012742;AMPICILINA DANY;https://pe.ivademecum.com/medicamento-ampicilina-dany-dany-cod-3011126CB522CCCD;Antibióticos;DANY
P00012743;AMPICILINA GENFAR;https://pe.ivademecum.com/medicamento-ampicilina-genfar-genfar-cod-F6F4771FE9DDFF5E;Antibióticos;GENFAR
P00012744;AMPICILINA-SULBACTAM;https://pe.ivademecum.com/medicamento-ampicilina-sulbactam-vitalis-cod-C106925CBCB5D6B0;Antibióticos;VITALIS
P00012745;AMPIK 500;https://pe.ivademecum.com/medicamento-ampik-500-eske-group-cod-E968C69244ECB094;Antibióticos;ESKE GROUP
P00012746;AMSULONA;https://pe.ivademecum.com/medicamento-amsulona-pharmacheck-cod-7B598262D5227CB1;Terapéutica prostática;PHARMACHECK
P00012747;AMTAS-10;https://pe.ivademecum.com/medicamento-amtas-10-intas-cod-BE432B16B2DCF8AE;Antianginosos;INTAS
P00012748;AMTAS-5;https://pe.ivademecum.com/medicamento-amtas-5-intas-cod-C0E47D26367D2671;Antianginosos;INTAS
P00012749;AMX;https://pe.ivademecum.com/medicamento-amx-dr-andreu-cod-D77AC9AEFD204E1E;Antibióticos;DR. ANDREU
P00012750;AMYN 500;https://pe.ivademecum.com/medicamento-amyn-500-eske-group-cod-52C84CC25FE066FC;Antibióticos;ESKE GROUP
P00012751;AN-ANEM;https://pe.ivademecum.com/medicamento-an-anem-mega-we-care-cod-B29AFF3741CE42E1;Antianémicos;MEGA WE CARE
P00012752;ANAFIDOL;https://pe.ivademecum.com/medicamento-anafidol-s-j-roxfarma-cod-CCAC732B0E86BDC2;Analgésicos;S.J.ROXFARMA
P00012753;ANAFLEX MUJER;https://pe.ivademecum.com/medicamento-anaflex-mujer-bago-cod-1D1356BFD43BAE72;Analgésicos;BAGO
P00012754;ANAFRANIL;https://pe.ivademecum.com/medicamento-anafranil-novartis-pharma-cod-0006E36654675D3C;Antidepresivos;NOVARTIS PHARMA
P00012755;ANALDEX;https://pe.ivademecum.com/medicamento-analdex-sherfarma-cod-A0AEC3892FBF7604;Antihemorroidales;SHERFARMA
P00012756;ANALGESIUM;https://pe.ivademecum.com/medicamento-analgesium-siegfried-cod-857B8DC15D720ED9;Analgésicos;SIEGFRIED
P00012757;ANAPRESIN SR;https://pe.ivademecum.com/medicamento-anapresin-sr-bago-cod-EFC35F93B92F8982;Antidepresivos;BAGO
P00012758;ANASTROZOL;https://pe.ivademecum.com/medicamento-anastrozol-ac-farma-cod-974D87A56BB63AC1;Antiestrogénicos;AC FARMA
P00012759;ANASTROZOL;https://pe.ivademecum.com/medicamento-anastrozol-induquimica-cod-84A6445D994CB7D9;Antiestrogénicos;INDUQUIMICA
P00012760;ANASTROZOL;https://pe.ivademecum.com/medicamento-anastrozol-perulab-cod-879E4BB8865BDA6B;Antiestrogénicos;PERULAB
P00012761;ANAXICAM;https://pe.ivademecum.com/medicamento-anaxicam-caferma-cod-312C9FE85ECEC0DA;Analgésicos;CAFERMA
P00012762;ANDANTOL;https://pe.ivademecum.com/medicamento-andantol-deutsche-pharma-cod-97131FFF8B6BE7A8;Antialérgicos, antihist., corticoides asoc.;DEUTSCHE PHARMA
P00012763;ANDIPIN H;https://pe.ivademecum.com/medicamento-andipin-h-lafrancol-cod-7A4F76599D401715;Antianginosos;LAFRANCOL
P00012764;ANDREWS TRIPLE ACCION;https://pe.ivademecum.com/medicamento-andrews-triple-accion-farpasa-cod-09BD608B04811BD2;Analgésicos;FARPASA
P00012765;ANDROCUR;https://pe.ivademecum.com/medicamento-androcur-bayer-s-p-cod-0609FD5CC5B1D85C;Antiprogestágenos;BAYER S.P.
P00012766;ANEBOL;https://pe.ivademecum.com/medicamento-anebol-gador-cod-928E31B423DE9752;Antiestrogénicos;GADOR
P00012767;ANENO;https://pe.ivademecum.com/medicamento-aneno-johnson-johnson-cod-074639D21BF9C3E7;Dermatocosméticos;JOHNSON&JOHNSON
P00012768;ANERGOL NASAL;https://pe.ivademecum.com/medicamento-anergol-nasal-carrion-cod-BD9470C016076956;Descongestivos nasales y sistémicos;CARRION
P00012769;ANESTEARS;https://pe.ivademecum.com/medicamento-anestears-lansier-cod-EA2B6036985E6A14;Anestésicos oftálmicos;LANSIER
P00012770;ANEURIN;https://pe.ivademecum.com/medicamento-aneurin-cipa-cod-5C16D2A268B078BF;Antineuríticos;CIPA
P00012771;ANFIBOL;https://pe.ivademecum.com/medicamento-anfibol-cardiopharm-cod-A49A84C6DD9B4018;;CARDIOPHARM
P00012772;ANGELIQ;https://pe.ivademecum.com/medicamento-angeliq-bayer-s-p-cod-E67BAFDC7541388D;Terapéutica de la menopausia;BAYER S.P.
P00012773;ANGIDEX;https://pe.ivademecum.com/medicamento-angidex-naturgen-cod-63E8FC4A9AD86E6F;Antianginosos;NATURGEN
P00012774;ANGINOVAG;https://pe.ivademecum.com/medicamento-anginovag-ferrer-grupo-cod-12BCBC6475E82FFB;Productos de uso orofaríngeo;FERRER GRUPO
P00012775;ANGIOFIN;https://pe.ivademecum.com/medicamento-angiofin-quimfa-cod-540718DF98D41D2D;Capilaroprotectores;QUIMFA
P00012776;ANGIPEC;https://pe.ivademecum.com/medicamento-angipec-ac-farma-cod-57E2F1791BAD1116;;AC FARMA
P00012777;ANIRAX;https://pe.ivademecum.com/medicamento-anirax-gabblan-cod-82B90416497494FB;Antidiarreicos;GABBLAN
P00012778;ANLITIN;https://pe.ivademecum.com/medicamento-anlitin-labex-corp-cod-96111E0FEE6D3765;Anticonceptivos y anovulatorios;LABEX CORP.
P00012779;ANSALBUT;https://pe.ivademecum.com/medicamento-ansalbut-sherfarma-cod-2B8B5549F520D51F;;SHERFARMA
P00012780;ANSIODEX;https://pe.ivademecum.com/medicamento-ansiodex-quimfa-cod-B837737E5872EEE9;Antidepresivos;QUIMFA
P00012781;ANSIOMED;https://pe.ivademecum.com/medicamento-ansiomed-albis-consumo-cod-FAEC6FE2AD61054B;Sedantes;ALBIS CONSUMO
P00012782;ANSOLAR;https://pe.ivademecum.com/medicamento-ansolar-stiefel-cod-BB40F0E08286E8E6;Protectores solares;STIEFEL
P00012783;ANSOLAR DAILY;https://pe.ivademecum.com/medicamento-ansolar-daily-stiefel-cod-B223445CF45A5D76;Protectores solares;STIEFEL
P00012784;ANTALGINA;https://pe.ivademecum.com/medicamento-antalgina-sanitas-cod-8658F8B3798C7B5B;Analgésicos;SANITAS
P00012785;ANTALGINA R;https://pe.ivademecum.com/medicamento-antalgina-r-sanitas-cod-F5025483444D00D7;Analgésicos;SANITAS
P00012786;ANTI-BRUMM FORTE;https://pe.ivademecum.com/medicamento-anti-brumm-forte-om-pharma-cod-C322F520E7690618;Pediculicidas;OM PHARMA
P00012787;ANTIALERGYU;https://pe.ivademecum.com/medicamento-antialergyu-drog-farbo-cod-B21281B6A27775EE;Antialérgicos, antihist., corticoides asoc.;DROG. FARBO
P00012788;ANTIAX;https://pe.ivademecum.com/medicamento-antiax-saval-cod-A169C18166B8C84F;Antiácidos;SAVAL
P00012789;ANTIF;https://pe.ivademecum.com/medicamento-antif-ac-farma-cod-FDC6DF577A259C11;Antiestrogénicos;AC FARMA
P00012790;ANTIGRIPINA PLUS;https://pe.ivademecum.com/medicamento-antigripina-plus-quilab-otc-cod-50D322E5EFE9F921;Antigripales;QUILAB OTC
P00012791;ANTILURG;https://pe.ivademecum.com/medicamento-antilurg-mc-globe-cod-C01840A5DE565FF1;Antialérgicos, antihist., corticoides asoc.;MC GLOBE
P00012792;ANULETTE;https://pe.ivademecum.com/medicamento-anulette-abl-pharma-cod-92D553E5DF702DD5;Anticonceptivos y anovulatorios;ABL PHARMA
P00012793;ANULETTE CD;https://pe.ivademecum.com/medicamento-anulette-cd-abl-pharma-cod-2BC72AE3F8D6B6D9;Anticonceptivos y anovulatorios;ABL PHARMA
P00012794;ANZATAX;https://pe.ivademecum.com/medicamento-anzatax-carrion-cod-B3222F8D4A464F2B;Antiepilépticos;CARRION
P00012795;AOSEPT PLUS - NOVARTIS;https://pe.ivademecum.com/medicamento-aosept-plus-novartis-novartis-ciba-cod-7227AE12484C4205;Soluc. p/limp. y cons. de lentes de contacto;NOVARTIS-CIBA
P00012796;APACIL;https://pe.ivademecum.com/medicamento-apacil-sanitas-cod-79F96773A1977CEC;Descongestivos nasales y sistémicos;SANITAS
P00012797;APIDRA SOLOSTAR;https://pe.ivademecum.com/medicamento-apidra-solostar-sanofi-aventis-cod-4DD3563408B52E07;Hipoglucemiantes orales e inyectables;SANOFI AVENTIS
P00012798;APIDRA VIAL;https://pe.ivademecum.com/medicamento-apidra-vial-sanofi-aventis-cod-79F8D7D8BF390CEA;Hipoglucemiantes orales e inyectables;SANOFI AVENTIS
P00012799;APIRON - INDUFAR;https://pe.ivademecum.com/medicamento-apiron-indufar-indufar-du-peru-cod-23B979ABD02219BF;Analgésicos;INDUFAR-DU PERU
P00012800;APOMOR POMADA;https://pe.ivademecum.com/medicamento-apomor-pomada-mediderm-cod-03099FF886B651FC;Antisépticos, desinfectantes y cicatrizantes;MEDIDERM
P00012801;APRODOL 550;https://pe.ivademecum.com/medicamento-aprodol-550-novax-eirl-cod-4F33BC8CE53A5254;Analgésicos;NOVAX EIRL
P00012802;APROMEDIX;https://pe.ivademecum.com/medicamento-apromedix-lafarmed-cod-6EDF7AD503379128;Analgésicos;LAFARMED
P00012803;APRON-F;https://pe.ivademecum.com/medicamento-apron-f-drog-infarval-cod-6A1C586AB0C29214;Analgésicos;DROG. INFARVAL
P00012804;APRONAX;https://pe.ivademecum.com/medicamento-apronax-bayer-c-c-cod-E741DA442A7EAA18;Analgésicos;BAYER C.C.
P00012805;APRONAX 550;https://pe.ivademecum.com/medicamento-apronax-550-bayer-c-c-cod-5F91163BDBCCE047;Analgésicos;BAYER C.C.
P00012806;APROVEL;https://pe.ivademecum.com/medicamento-aprovel-sanofi-aventis-cod-192452EA63094EF5;Antihipertensivos;SANOFI AVENTIS
P00012807;APROXEN;https://pe.ivademecum.com/medicamento-aproxen-oq-pharma-cod-DB82A00B1570D96E;Analgésicos;OQ PHARMA
P00012808;APROXOL PLUS;https://pe.ivademecum.com/medicamento-aproxol-plus-markos-cod-B2DDBED360A43B65;Analgésicos;MARKOS
P00012809;APROXX-BRAND;https://pe.ivademecum.com/medicamento-aproxx-brand-bmc-farma-cod-6EBFFBA34282C638;Analgésicos;BMC FARMA
P00012810;APTEN;https://pe.ivademecum.com/medicamento-apten-infermed-cod-078EE7B1E2857D57;Analgésicos;INFERMED
P00012811;AQUAFRESH CEPILLO DENTAL;https://pe.ivademecum.com/medicamento-aquafresh-cepillo-dental-gsk-cod-FB71C61731A032E0;;GSK
P00012812;AQUAFRESH CREMA DENTAL;https://pe.ivademecum.com/medicamento-aquafresh-crema-dental-gsk-cod-A4682AF0DA2ACDD7;Antiplacas;GSK
P00012813;AQUANAX;https://pe.ivademecum.com/medicamento-aquanax-elifarma-cod-382A10FBB9C2F24D;Descongestivos nasales y sistémicos;ELIFARMA
P00012814;AQUAPRECIS;https://pe.ivademecum.com/medicamento-aquaprecis-uriage-cod-C671F409D8B3F1CC;Dermatocosméticos;URIAGE
P00012815;AQUAPRECIS FLUIDO PROTECTOR;https://pe.ivademecum.com/medicamento-aquaprecis-fluido-protector-uriage-cod-850DECA72CD27B07;Dermatocosméticos;URIAGE
P00012816;AQUARUBORIL;https://pe.ivademecum.com/medicamento-aquaruboril-isis-pharma-cod-38FA35E18FAA74AD;Dermatocosméticos;ISIS PHARMA
P00012817;AQUASOL-A;https://pe.ivademecum.com/medicamento-aquasol-mediderm-cod-B5F5A5E2F0F3BD43;Antisépticos, desinfectantes y cicatrizantes;MEDIDERM
P00012818;AQUOL FRESH;https://pe.ivademecum.com/medicamento-aquol-fresh-roster-cod-13D7CB821A649D21;Descongestivos oftálmicos;ROSTER
P00012819;ARADIX RETARD;https://pe.ivademecum.com/medicamento-aradix-retard-drugtech-cod-35AC608C1D994550;Nootrópicos;DRUGTECH
P00012820;ARALEN;https://pe.ivademecum.com/medicamento-aralen-sanofi-aventis-cod-C66E5B36C95FC6AE;Otros antiparasitarios;SANOFI AVENTIS
P00012821;ARANDA;https://pe.ivademecum.com/medicamento-aranda-farmakonsuma-cod-FB2F8DAE855A05D0;Antihipertensivos;FARMAKONSUMA
P00012822;ARAPLUS;https://pe.ivademecum.com/medicamento-araplus-biotoscana-cod-4B7207870C95E84E;Antihipertensivos;BIOTOSCANA
P00012823;ARAPLUS H;https://pe.ivademecum.com/medicamento-araplus-h-biotoscana-cod-20C9D60702B241D0;Antihipertensivos;BIOTOSCANA
P00012824;ARAVA;https://pe.ivademecum.com/medicamento-arava-sanofi-aventis-cod-D0B3C3EFA4AD7B82;Antirreumáticos;SANOFI AVENTIS
P00012825;ARAVIDA;https://pe.ivademecum.com/medicamento-aravida-farmindustria-cod-DE9DBB48D9867663;Antirreumáticos;FARMINDUSTRIA
P00012826;ARCOLANE CHAMPU;https://pe.ivademecum.com/medicamento-arcolane-champu-galderma-cod-08392C248BD1126F;Antiseborreicos;GALDERMA
P00012827;ARCOXIA;https://pe.ivademecum.com/medicamento-arcoxia-msd-cod-F6230D21E3011C17;Analgésicos;MSD
P00012828;ARDILAN - INDUFAR;https://pe.ivademecum.com/medicamento-ardilan-indufar-indufar-du-peru-cod-F1BEA646B2666EE2;Antihipertensivos;INDUFAR-DU PERU
P00012829;AREMIL;https://pe.ivademecum.com/medicamento-aremil-magma-cod-329059150B5074E8;Analgésicos;MAGMA
P00012830;ARENDAL;https://pe.ivademecum.com/medicamento-arendal-roemmers-cod-4170D16DEE6377A3;Medicamentos c/acción sobre metabolismo óseo;ROEMMERS
P00012831;ARGOL;https://pe.ivademecum.com/medicamento-argol-gabblan-cod-3F51829B411327E6;Antidiarreicos;GABBLAN
P00012832;ARIALE;https://pe.ivademecum.com/medicamento-ariale-sanitas-cod-17720A8807D034D6;Antidepresivos;SANITAS
P00012833;ARIMIDEX;https://pe.ivademecum.com/medicamento-arimidex-astrazeneca-cod-C40CC8EA1BE64232;Antiestrogénicos;ASTRAZENECA
P00012834;ARIXTRA;https://pe.ivademecum.com/medicamento-arixtra-gsk-cod-94B496236BF3BBE8;Antitrombóticos;GSK
P00012835;ARKO RESPIRA;https://pe.ivademecum.com/medicamento-arko-respira-refasa-cod-338AE683A88FF399;Descongestivos tópicos;REFASA
P00012836;ARLETTE 28;https://pe.ivademecum.com/medicamento-arlette-28-gynopharm-cod-B8E520287655E8CB;Anticonceptivos y anovulatorios;GYNOPHARM
P00012837;ARMONYL;https://pe.ivademecum.com/medicamento-armonyl-maver-cod-27454485318613E5;Sedantes naturales;MAVER
P00012838;AROMASIN;https://pe.ivademecum.com/medicamento-aromasin-pfizer-cod-00A444A91AD6A8B0;Hormonas y antagonistas hormonales;PFIZER
P00012839;AROVIT;https://pe.ivademecum.com/medicamento-arovit-bayer-c-c-cod-A270E3B41D270356;Vitaminas, minerales, oligoelementos;BAYER C.C.
P00012840;ARTANBIX 50;https://pe.ivademecum.com/medicamento-artanbix-50-keyfarm-cod-4C5BB45420B6252A;Antihipertensivos;KEYFARM
P00012841;ARTANBIX D;https://pe.ivademecum.com/medicamento-artanbix-d-keyfarm-cod-B504EF49741698BE;Antihipertensivos;KEYFARM
P00012842;ARTICOX;https://pe.ivademecum.com/medicamento-articox-keyfarm-cod-0EFFDDF3CA7E26D1;Analgésicos;KEYFARM
P00012843;ARTIFLEX PLUS;https://pe.ivademecum.com/medicamento-artiflex-plus-terbonova-cod-37F6F08B169FA141;;TERBONOVA
P00012844;ARTRAIT;https://pe.ivademecum.com/medicamento-artrait-perulab-cod-BEB5DDC882027574;Antimetabolitos;PERULAB
P00012845;ARTRAMINE CBG;https://pe.ivademecum.com/medicamento-artramine-cbg-dubonp-cod-76CF64637FF01607;Antirreumáticos;DUBONP
P00012846;ARTRAMINE PLUS;https://pe.ivademecum.com/medicamento-artramine-plus-dubonp-cod-4A53F3956CCC6A88;Antirreumáticos;DUBONP
P00012847;ARTREN;https://pe.ivademecum.com/medicamento-artren-merck-cod-E60C839794F8F6AB;Analgésicos;MERCK
P00012848;ARTRIFILM;https://pe.ivademecum.com/medicamento-artrifilm-g-r-cod-4B3CED242633CDC5;Analgésicos;G & R
P00012849;ARTRIFLAM;https://pe.ivademecum.com/medicamento-artriflam-sherfarma-cod-190FB44959E49A1B;Analgésicos;SHERFARMA
P00012850;ARTRIGAN PLUS;https://pe.ivademecum.com/medicamento-artrigan-plus-gabblan-cod-FD2CDA4494D13C08;Analgésicos;GABBLAN
P00012851;ARTRIMIDA;https://pe.ivademecum.com/medicamento-artrimida-intipharma-cod-229E833AFB98B80C;Antirreumáticos;INTIPHARMA
P00012852;ARTRIXIB;https://pe.ivademecum.com/medicamento-artrixib-intipharma-cod-49D182D7E6E3A45F;Analgésicos;INTIPHARMA
P00012853;ARTROSIN;https://pe.ivademecum.com/medicamento-artrosin-biotoscana-cod-1B5EE6C6B8607FA8;Antirreumáticos;BIOTOSCANA
P00012854;ASEP PLUS SOLUCION;https://pe.ivademecum.com/medicamento-asep-plus-solucion-elifarma-cod-796CE82502CB1FEC;Antisépticos, desinfectantes y cicatrizantes;ELIFARMA
P00012855;ASEPTICOL FRESH;https://pe.ivademecum.com/medicamento-asepticol-fresh-sherfarma-cod-F4FF6F33BDE8E5C8;Antisépticos, desinfectantes y cicatrizantes;SHERFARMA
P00012856;ASEPTIL ROJO;https://pe.ivademecum.com/medicamento-aseptil-rojo-sanitas-cod-EE8BA4BFF16E37EF;Antisépticos, desinfectantes y cicatrizantes;SANITAS
P00012857;ASEPTIL ROJO - S;https://pe.ivademecum.com/medicamento-aseptil-rojo-s-sanitas-cod-A651ED14F0766E56;Antisépticos, desinfectantes y cicatrizantes;SANITAS
P00012858;ASINT;https://pe.ivademecum.com/medicamento-asint-terbol-cod-514ABD43A9E813AF;Antialérgicos, antihist., corticoides asoc.;TERBOL
P00012859;ASKINA CALGITROL AG;https://pe.ivademecum.com/medicamento-askina-calgitrol-ag-b-braun-cod-2B77F273DEF71F26;Apósitos, cubiertas protectoras, etc.;B.BRAUN
P00012860;ASKINA DERM;https://pe.ivademecum.com/medicamento-askina-derm-b-braun-cod-EE9D50C2BE6AF588;Apósitos, cubiertas protectoras, etc.;B.BRAUN
P00012861;ASKINA GEL;https://pe.ivademecum.com/medicamento-askina-gel-b-braun-cod-964A08DD651B77CA;Antisépticos, desinfectantes y cicatrizantes;B.BRAUN
P00012862;ASKINA HEEL;https://pe.ivademecum.com/medicamento-askina-heel-b-braun-cod-CEE821B604468B01;Apósitos, cubiertas protectoras, etc.;B.BRAUN
P00012863;ASKINA HYDRO;https://pe.ivademecum.com/medicamento-askina-hydro-b-braun-cod-AD6BAB40C536DFEC;Apósitos, cubiertas protectoras, etc.;B.BRAUN
P00012864;ASKINA SORB;https://pe.ivademecum.com/medicamento-askina-sorb-b-braun-cod-8B885AF3A80D56D1;;B.BRAUN
P00012865;ASKINA TRACHEA;https://pe.ivademecum.com/medicamento-askina-trachea-b-braun-cod-7676F8F4208237AE;Apósitos, cubiertas protectoras, etc.;B.BRAUN
P00012866;ASMACRON DILAT;https://pe.ivademecum.com/medicamento-asmacron-dilat-sherfarma-cod-37AD0865D671518F;Antiasmáticos y broncodilatadores;SHERFARMA
P00012867;ASPIRINA 100MG;https://pe.ivademecum.com/medicamento-aspirina-100mg-bayer-c-c-cod-93F54D04319A0C1B;Antiagregantes plaquetarios;BAYER C.C.
P00012868;ASPIRINA 500MG;https://pe.ivademecum.com/medicamento-aspirina-500mg-bayer-c-c-cod-9AC843D596D454BD;Analgésicos;BAYER C.C.
P00012869;ASPIRINA FORTE;https://pe.ivademecum.com/medicamento-aspirina-forte-bayer-c-c-cod-CF9DC265D335ADE1;Analgésicos;BAYER C.C.
P00012870;ASSA-81;https://pe.ivademecum.com/medicamento-assa-81-farmindustria-cod-58B2531C62D3EC27;Antiagregantes plaquetarios;FARMINDUSTRIA
P00012871;ASSIS 400;https://pe.ivademecum.com/medicamento-assis-400-elifarma-cod-796F44BD80E5296F;Antiácidos;ELIFARMA
P00012872;ASSONAX 550;https://pe.ivademecum.com/medicamento-assonax-550-quilla-pharma-cod-ED61B638BBDCE136;Analgésicos;QUILLA PHARMA
P00012873;ASTARTE;https://pe.ivademecum.com/medicamento-astarte-rowefem-cod-71D9D22DFFD95CFB;Anticonceptivos y anovulatorios;ROWEFEM
P00012874;ASTHALIN;https://pe.ivademecum.com/medicamento-asthalin-cipla-cod-B8B7BAAB5D1FCF15;Antiasmáticos y broncodilatadores;CIPLA
P00012875;ASTIDAL;https://pe.ivademecum.com/medicamento-astidal-annexa-cod-8E91A930DA860D87;Antibióticos;ANNEXA
P00012876;ASTYFER;https://pe.ivademecum.com/medicamento-astyfer-tablets-cod-43FDC41A1E73177C;Vitaminas, minerales, oligoelementos;TABLETS
P00012877;ASTYMIN;https://pe.ivademecum.com/medicamento-astymin-tablets-cod-307C691D3AA0B6F0;Vitaminas, minerales, oligoelementos;TABLETS
P00012878;ASTYMIN FORTE;https://pe.ivademecum.com/medicamento-astymin-forte-tablets-cod-B2FAE2B83FFB25FD;Vitaminas, minerales, oligoelementos;TABLETS
P00012879;ASTYMIN M FORTE;https://pe.ivademecum.com/medicamento-astymin-m-forte-tablets-cod-B5618BDBCD73FFB8;Vitaminas, minerales, oligoelementos;TABLETS
P00012880;ASTYMIN SN;https://pe.ivademecum.com/medicamento-astymin-sn-tablets-cod-FB7B8486B5E16D90;Aminoácidos;TABLETS
P00012881;ASTYMIN-C;https://pe.ivademecum.com/medicamento-astymin-c-tablets-cod-D5EE68F8966C48AB;Vitaminas, minerales, oligoelementos;TABLETS
P00012882;ATACAND;https://pe.ivademecum.com/medicamento-atacand-astrazeneca-cod-6A6D091332C5936D;Antihipertensivos;ASTRAZENECA
P00012883;ATACAND PLUS;https://pe.ivademecum.com/medicamento-atacand-plus-astrazeneca-cod-84A0836720863552;Antihipertensivos;ASTRAZENECA
P00012884;ATENOLMEK;https://pe.ivademecum.com/medicamento-atenolmek-labex-corp-cod-50D6D65AB97557B6;Antianginosos;LABEX CORP.
P00012885;ATENOLOL;https://pe.ivademecum.com/medicamento-atenolol-ac-farma-cod-10DD0BC7597DC98B;Antianginosos;AC FARMA
P00012886;ATENOLOL;https://pe.ivademecum.com/medicamento-atenolol-eske-group-cod-57F875E45B381DD3;Antianginosos;ESKE GROUP
P00012887;ATENOLOL;https://pe.ivademecum.com/medicamento-atenolol-iqfarma-cod-E57077226DF111DC;Antianginosos;IQFARMA
P00012888;ATENOLOL;https://pe.ivademecum.com/medicamento-atenolol-medrock-cod-74C35D12D5A2531C;Antianginosos;MEDROCK
P00012889;ATENPRIL;https://pe.ivademecum.com/medicamento-atenpril-drintefa-cod-AFD1810A58381663;Antihipertensivos;DRINTEFA
P00012890;ATENSOR;https://pe.ivademecum.com/medicamento-atensor-akorn-cod-287D6EDA14C6274D;Antiglaucomatosos y mióticos;AKORN
P00012891;ATENUAL;https://pe.ivademecum.com/medicamento-atenual-tecnofarma-cod-D01916A66E2A6EA3;Sedantes;TECNOFARMA
P00012892;ATERGIT;https://pe.ivademecum.com/medicamento-atergit-roemmers-cod-7F603D3036EAC822;Antialérgicos oftálmicos;ROEMMERS
P00012893;ATIVAN;https://pe.ivademecum.com/medicamento-ativan-pfizer-cod-0F046F9795453DA5;Sedantes;PFIZER
P00012894;ATLANSIL;https://pe.ivademecum.com/medicamento-atlansil-roemmers-cod-433551B962EEA9B0;Antianginosos;ROEMMERS
P00012895;ATODERM CREME;https://pe.ivademecum.com/medicamento-atoderm-creme-novaderma-cod-72BC6DC6BB60BC00;Dermatocosméticos;NOVADERMA
P00012896;ATODERM MOUSSANT;https://pe.ivademecum.com/medicamento-atoderm-moussant-novaderma-cod-E08003D3F353E083;Dermatocosméticos;NOVADERMA
P00012897;ATODERM PAIN;https://pe.ivademecum.com/medicamento-atoderm-pain-novaderma-cod-6294A26881AEDE9B;Dermatocosméticos;NOVADERMA
P00012898;ATODERM PO ZINC;https://pe.ivademecum.com/medicamento-atoderm-po-zinc-novaderma-cod-5B635A6B9CF4A2EA;Dermatocosméticos;NOVADERMA
P00012899;ATODERM PP BAUME;https://pe.ivademecum.com/medicamento-atoderm-pp-baume-novaderma-cod-527100D974BAC875;Dermatocosméticos;NOVADERMA
P00012900;ATOPILAC LOCION FEMENINO;https://pe.ivademecum.com/medicamento-atopilac-locion-femenino-deutsche-pharma-cod-414F2AE764666DAF;Dermatocosméticos;DEUTSCHE PHARMA
P00012901;ATOPILAC LOCION NIÑOS;https://pe.ivademecum.com/medicamento-atopilac-locion-ni-os-deutsche-pharma-cod-6E7D06DAE7072F6E;Dermatocosméticos;DEUTSCHE PHARMA
P00012902;ATOR;https://pe.ivademecum.com/medicamento-ator-nordic-cod-74CE7AD76C36C7FD;Normolipemiantes e hipocolesterolemiantes;NORDIC
P00012903;ATORLIP;https://pe.ivademecum.com/medicamento-atorlip-lafrancol-cod-7F5D7581F6762E2E;Normolipemiantes e hipocolesterolemiantes;LAFRANCOL
P00012904;ATORQUILAB;https://pe.ivademecum.com/medicamento-atorquilab-quilab-farma-cod-C91A672AAB0449A1;Normolipemiantes e hipocolesterolemiantes;QUILAB FARMA
P00012905;ATORSLIM;https://pe.ivademecum.com/medicamento-atorslim-caferma-cod-1C7F0848A9C68AE6;Normolipemiantes e hipocolesterolemiantes;CAFERMA
P00012906;ATORVAST;https://pe.ivademecum.com/medicamento-atorvast-medrock-cod-B24B59A04417581A;Normolipemiantes e hipocolesterolemiantes;MEDROCK
P00012907;ATORVASTATINA;https://pe.ivademecum.com/medicamento-atorvastatina-ac-farma-cod-68C24BB452090F91;Normolipemiantes e hipocolesterolemiantes;AC FARMA
P00012908;ATORVASTATINA;https://pe.ivademecum.com/medicamento-atorvastatina-induquimica-cod-599593EAA1F06FEC;Normolipemiantes e hipocolesterolemiantes;INDUQUIMICA
P00012909;ATORVASTATINA;https://pe.ivademecum.com/medicamento-atorvastatina-sante-cod-2F59AD210186BA2C;Normolipemiantes e hipocolesterolemiantes;LA SANTE
P00012910;ATORVASTATINA;https://pe.ivademecum.com/medicamento-atorvastatina-lcg-cod-C0349515628821CC;Normolipemiantes e hipocolesterolemiantes;LCG
P00012911;ATORVASTATINA;https://pe.ivademecum.com/medicamento-atorvastatina-medrock-cod-264338B16F00E4D4;Normolipemiantes e hipocolesterolemiantes;MEDROCK
P00012912;ATORVASTATINA FMNDTRIA;https://pe.ivademecum.com/medicamento-atorvastatina-fmndtria-farmindustria-cod-805ADC9967CAA61A;Normolipemiantes e hipocolesterolemiantes;FARMINDUSTRIA
P00012913;ATORVASTATINA GENFAR;https://pe.ivademecum.com/medicamento-atorvastatina-genfar-genfar-cod-5B22E99D73D50323;Normolipemiantes e hipocolesterolemiantes;GENFAR
P00012914;ATORVASTATINA MF;https://pe.ivademecum.com/medicamento-atorvastatina-mf-marfan-cod-884B3151D20CAA63;Normolipemiantes e hipocolesterolemiantes;MARFAN
P00012915;ATOS;https://pe.ivademecum.com/medicamento-atos-medrock-cod-C0D53941D0526413;Antitusivos, expectorantes, mucolíticos;MEDROCK
P00012916;ATOS EXPECTORANTE;https://pe.ivademecum.com/medicamento-atos-expectorante-medrock-cod-DF65B3AE38B33A75;Antitusivos, expectorantes, mucolíticos;MEDROCK
